ref,client_id,client_nom,type_credit,montant,duree,taux,score,statut,date_depot,agence_id
ENG-20658,CLI-10150,Karim Balafrej,Ijara,530189.66,240,6.86,58,Debloque,2025-09-02 11:29:41,AG-003
ENG-20659,CLI-10047,Zineb Hakim,Mourabaha Immo,720635.81,120,6.35,51,Surveillance,2024-10-25 08:32:37,AG-002
ENG-20660,CLI-10099,Amina Alaoui,Mourabaha Immo,408784.25,120,4.34,91,En analyse,2026-05-20 12:12:12,AG-009
ENG-20661,CLI-10145,Asmaa Hakim,Mourabaha Immo,264384.27,120,7.15,49,Valide,2025-07-16 17:21:51,AG-004
ENG-20662,CLI-10310,Mehdi Erraji,Investissement PME,1408876.89,36,4.27,36,Debloque,2026-05-21 11:37:54,AG-009
ENG-20663,CLI-10360,Samira Hakim,Mourabaha Auto,222616.11,48,5.74,49,Surveillance,2026-05-01 16:27:37,AG-002
ENG-20664,CLI-10049,Mehdi Bennani,Ijara,570063.97,120,4.51,42,Valide,2026-01-13 09:20:34,AG-002
ENG-20665,CLI-10346,Youssef Benjelloun,Ijara,297338.29,240,8.56,90,Valide,2024-05-09 09:50:57,AG-005
ENG-20666,CLI-10125,Ahmed El Fassi,Credit Tresorerie,369288.24,24,8.76,45,Valide,2023-04-11 10:21:25,AG-003
ENG-20667,CLI-10146,Amine Sbihi,Mourabaha Immo,728002.75,240,5.82,56,En analyse,2023-12-05 14:55:19,AG-008
ENG-20668,,Mohamed Benjelloun,Mourabaha Immo,412348.67,240,8.46,95,Surveillance,2024-11-09 13:45:07,AG-006
ENG-20669,CLI-10442,Noureddine Kabbaj,Ijara,492613.53,180,7.31,36,Valide,2024-12-18 09:05:58,AG-007
ENG-20670,CLI-10411,Hind Jai,Mourabaha Auto,360282.63,36,5.91,38,Valide,2024-12-04 14:44:37,AG-006
ENG-20671,CLI-10269,Omar Jai,Mourabaha Immo,703780.7,240,7.68,78,En analyse,2025-09-14 10:41:49,AG-008
ENG-20672,CLI-10062,Meryem Kabbaj,Mourabaha Immo,782343.78,180,7.83,76,Debloque,2023-10-23 17:04:27,AG-006
ENG-20673,CLI-10438,Rachid Mouline,Mourabaha Immo,617527.63,120,5.25,27,Valide,2023-06-01 12:29:41,AG-009
ENG-20674,CLI-10294,Amine Alaoui,Ijara,0,180,3.92,93,Valide,2026-12-15 10:40:22,AG-006
ENG-20675,CLI-10192,Ahmed Ouazzani,Mourabaha Auto,223286.81,36,4.53,49,Debloque,2023-04-21 17:11:40,AG-009
ENG-20676,CLI-10021,Hicham Bennani,Mourabaha Auto,166907.12,48,4.8,41,Valide,2024-02-24 08:16:08,AG-006
ENG-20677,CLI-10375,Amine Bennani,Mourabaha Auto,294070.17,60,4.22,92,Debloque,2026-07-09 10:22:38,AG-005
ENG-20678,CLI-10238,Hind Fassi-Fihri,Mourabaha Immo,993903.45,180,3.97,42,Debloque,2024-06-03 10:49:06,AG-002
ENG-20679,CLI-10254,Khalid Zniber,Mourabaha Immo,91332.3,120,8.46,74,Contentieux,2026-03-04 15:25:02,AG-003
ENG-20680,CLI-10015,Hicham Benjelloun,Mourabaha Immo,537958.65,180,6.25,46,Debloque,2026-02-27 10:37:23,AG-001
ENG-20681,CLI-10499,Rachid Zniber,Mourabaha Auto,148859.25,60,4.68,21,Debloque,2026-01-23 17:12:24,AG-005
ENG-20682,CLI-10274,Hind Benjelloun,Ijara,440384.12,120,8.84,51,Surveillance,2024-07-16 14:44:04,AG-004
ENG-20683,CLI-10301,Rachid Mouline,Mourabaha Immo,504675.8,120,3.59,24,Debloque,2026-08-22 11:16:49,AG-009
ENG-20684,CLI-10188,Soukaina Sbihi,Mourabaha Auto,173553.84,60,4.26,52,Surveillance,2023-02-24 08:07:39,AG-007
ENG-20685,CLI-10266,Asmaa Hakim,Mourabaha Immo,356200.53,180,7.34,48,Contentieux,2024-02-17 16:33:58,AG-005
ENG-20686,CLI-10281,Mohamed El Fassi,Mourabaha Immo,276764.42,120,6.85,53,Valide,2025-04-13 14:51:37,AG-004
ENG-20687,CLI-10117,Nadia Zniber,Investissement PME,864167.9,48,4.44,69,Debloque,2023-02-01 13:11:59,AG-010
ENG-20688,CLI-10063,Said Jai,Mourabaha Immo,206557.45,240,8.1,20,Debloque,2024-02-16 14:09:14,AG-008
ENG-20689,CLI-10381,Fatima El Fassi,Mourabaha Immo,502841.68,120,4.01,93,Debloque,2025-08-21 16:12:23,AG-006
ENG-20690,CLI-10025,Leila Bencheikh,Credit Tresorerie,443848.68,24,5.58,77,Debloque,2023-11-01 12:28:56,AG-009
ENG-20691,,Khalid Sbihi,Mourabaha Immo,658791.11,240,5.29,33,Contentieux,2023-11-07 17:25:54,AG-001
ENG-20692,CLI-10382,Samira Hakim,Ijara,269287.71,120,8.32,51,En analyse,2023-02-05 13:52:07,AG-005
ENG-20693,CLI-10441,Rachid El Amrani,Mourabaha Auto,231033.69,48,8.81,78,Debloque,2025-03-22 10:36:51,AG-010
ENG-20694,CLI-10137,Mohamed Guedira,Mourabaha Immo,435321.99,240,8.29,32,Valide,2024-03-11 17:10:37,AG-007
ENG-20695,CLI-10105,Khadija Fassi-Fihri,Ijara,453468.91,120,5.79,65,Debloque,2026-09-27 10:20:37,AG-005
ENG-20696,CLI-10092,Amina Berrada,Mourabaha Immo,815137.02,120,8.69,50,Debloque,2026-06-25 10:05:38,AG-004
ENG-20697,CLI-10235,Youssef Sbihi,Mourabaha Immo,743714.19,120,4.97,63,Surveillance,2026-04-17 16:13:58,AG-006
ENG-20698,CLI-10029,Zineb Alaoui,Mourabaha Immo,566893.73,120,3.72,53,Debloque,2025-11-17 17:29:28,AG-007
ENG-20699,CLI-10101,Mehdi Alaoui,Credit Tresorerie,422317.18,12,5.7,87,Valide,2023-09-08 13:41:34,AG-008
ENG-20700,CLI-10299,Hicham Hakim,Credit Tresorerie,367380.48,24,6.01,20,Debloque,2026-04-15 13:04:52,AG-010
ENG-20701,CLI-10150,Karim Balafrej,Mourabaha Auto,251198.9,24,6.83,77,Debloque,2023-11-22 14:17:04,AG-003
ENG-20702,CLI-10169,Amina El Amrani,Mourabaha Immo,820767.92,180,5.88,53,Debloque,2025-09-05 17:41:21,AG-006
ENG-20703,CLI-10007,Said Mouline,Investissement PME,1750469.01,36,6.15,69,Valide,2023-01-03 12:32:07,AG-007
ENG-20704,CLI-10486,Ahmed Berrada,Mourabaha Auto,224295.38,36,3.7,22,En analyse,2025-01-28 17:37:54,AG-006
ENG-20705,CLI-10290,Mohamed Ouazzani,Mourabaha Auto,267164.12,48,6.96,69,Debloque,2024-05-27 13:17:11,AG-006
ENG-20706,CLI-10444,Samira Fikri,Mourabaha Immo,451233.73,240,3.72,93,Contentieux,2026-05-26 16:17:52,AG-002
ENG-20707,CLI-10164,Salma Mouline,Mourabaha Auto,177571.17,48,6.86,61,En analyse,2025-01-17 16:36:19,AG-007
ENG-20708,CLI-10299,Hicham Hakim,Mourabaha Immo,816806.66,240,5.63,48,Surveillance,2026-04-02 17:30:07,AG-010
ENG-20709,CLI-10386,Amina Hakim,Mourabaha Immo,598841.74,120,5.68,26,En analyse,2024-09-14 15:45:44,AG-005
ENG-20710,CLI-10354,Rachid Zniber,Mourabaha Immo,561134.84,240,7.75,88,Valide,2025-06-21 10:29:43,AG-006
ENG-20711,CLI-10425,Nadia Balafrej,Mourabaha Immo,564672.13,120,5.49,24,En analyse,2024-09-26 14:45:44,AG-002
ENG-20712,CLI-10276,Abdellah Alaoui,Mourabaha Immo,522163.88,240,4.62,75,En analyse,2024-12-20 08:18:28,AG-010
ENG-20713,CLI-10423,Khalid Jai,Credit Tresorerie,387864.58,36,4.84,68,Debloque,2025-09-08 17:47:51,AG-001
ENG-20714,CLI-10463,Hind Slaoui,Mourabaha Immo,968412.94,180,8.97,90,En analyse,2024-10-24 13:07:58,AG-009
ENG-20715,CLI-10114,Asmaa Ouazzani,Credit Tresorerie,389681.71,36,5.7,61,Debloque,2023-10-06 08:07:47,AG-010
ENG-20716,CLI-10030,Hassan Sbihi,Mourabaha Auto,158810.21,36,4.19,35,Valide,2026-07-24 14:52:48,AG-009
ENG-20717,CLI-10260,Zineb Guedira,Mourabaha Immo,775019.19,180,5.45,35,Debloque,2025-12-23 14:24:31,AG-004
ENG-20718,CLI-10295,Zineb Berrada,Mourabaha Immo,387025.79,120,5.52,80,Valide,2023-05-22 12:46:29,AG-010
ENG-20719,CLI-10333,Youssef El Amrani,Mourabaha Auto,284768.41,48,8.57,94,Surveillance,2023-07-22 15:18:53,AG-003
ENG-20720,CLI-10368,Zineb Hakim,Mourabaha Auto,286519.55,48,3.51,50,Valide,2025-04-23 13:11:44,AG-010
ENG-20721,CLI-10225,Asmaa Fikri,Ijara,886956.62,120,5.38,93,Surveillance,2023-11-22 08:50:04,AG-007
ENG-20722,CLI-10407,Imane El Fassi,Mourabaha Auto,296011.14,60,5.67,21,Debloque,2025-10-17 09:54:15,AG-006
ENG-20723,CLI-10427,Imane Sbihi,Mourabaha Auto,107906.11,24,8.72,42,Debloque,2026-02-14 16:10:51,AG-004
ENG-20724,CLI-10489,Amine Slaoui,Mourabaha Immo,743297.0,120,7.35,89,Debloque,2023-11-17 14:17:44,AG-010
ENG-20725,CLI-10472,Driss Sbihi,Ijara,595670.73,240,3.89,44,Surveillance,2023-06-04 14:15:28,AG-004
ENG-20726,CLI-10269,Omar Jai,Investissement PME,2853380.74,48,8.06,49,Debloque,2023-11-05 13:25:31,AG-008
ENG-20727,CLI-10197,Leila Idrissi,Mourabaha Auto,236055.97,60,6.99,94,En analyse,2023-03-22 16:33:06,AG-003
ENG-20728,CLI-10222,Rachid Ouazzani,Credit Tresorerie,390490.94,12,6.01,40,Debloque,2026-07-28 15:22:51,AG-008
ENG-20729,CLI-10032,Hassan Alaoui,Mourabaha Auto,267766.95,60,6.35,25,Valide,2024-08-12 11:05:53,AG-008
ENG-20730,CLI-10171,Amina Jai,Mourabaha Auto,281578.31,60,4.56,65,Debloque,2023-05-01 11:33:31,AG-002
ENG-20731,CLI-10294,Amine Alaoui,Mourabaha Immo,525149.04,240,5.0,60,Debloque,2025-08-20 17:37:46,AG-006
ENG-20732,CLI-10089,Rachid Fikri,Ijara,503230.85,180,6.89,51,Valide,2025-04-12 17:11:41,AG-007
ENG-20733,CLI-10414,Zineb Idrissi,Mourabaha Immo,34450.13,240,8.97,34,Valide,2025-08-22 09:12:00,AG-003
ENG-20734,CLI-10458,Samira Mouline,Credit Tresorerie,231528.41,24,8.96,41,En analyse,2023-04-10 14:26:33,AG-005
ENG-20735,CLI-10135,Hassan Zniber,Ijara,134232.96,120,4.15,59,En analyse,2024-02-28 10:02:23,AG-001
ENG-20736,CLI-10035,Hassan El Amrani,Credit Tresorerie,0,24,3.87,33,Surveillance,2026-02-11 11:04:13,AG-005
ENG-20737,CLI-10166,Zineb Zniber,Credit Tresorerie,185140.32,24,4.28,89,Debloque,2026-03-19 14:42:14,AG-008
ENG-20738,,Abdellah Fikri,Mourabaha Immo,216931.66,240,5.81,39,Debloque,2026-11-25 11:23:54,AG-005
ENG-20739,CLI-10386,Amina Hakim,Credit Tresorerie,387845.71,24,7.93,38,Valide,2023-04-22 12:44:13,AG-005
ENG-20740,CLI-10270,Ahmed Balafrej,Mourabaha Immo,603132.45,240,5.1,58,Contentieux,2024-09-14 11:42:33,AG-007
ENG-20741,CLI-10104,Soukaina Fikri,Mourabaha Auto,253076.63,48,4.43,40,Debloque,2025-02-03 15:43:35,AG-010
ENG-20742,CLI-10077,Amine Guedira,Ijara,504001.34,120,6.84,73,Valide,2024-07-19 14:47:13,AG-007
ENG-20743,CLI-10172,Amina Fassi-Fihri,Investissement PME,834261.58,36,4.37,32,Debloque,2023-01-20 12:38:50,AG-003
ENG-20744,CLI-10003,Ahmed Alaoui,Mourabaha Auto,188554.18,60,8.55,27,En analyse,2026-03-20 15:29:03,AG-003
ENG-20745,CLI-10090,Mehdi Fassi-Fihri,Investissement PME,2936432.05,48,6.56,42,Valide,2024-11-06 11:31:58,AG-008
ENG-20746,CLI-10450,Fatima Slaoui,Mourabaha Immo,665296.88,240,5.78,58,Surveillance,2023-05-04 11:30:28,AG-010
ENG-20747,CLI-10133,Khadija El Amrani,Mourabaha Immo,680763.58,240,3.64,92,Debloque,2025-04-17 14:41:18,AG-007
ENG-20748,CLI-10216,Amine Kabbaj,Ijara,392380.02,180,3.92,31,Debloque,2024-07-01 09:34:00,AG-010
ENG-20749,CLI-10483,Samira Idrissi,Investissement PME,1677972.3,36,5.86,39,Debloque,2023-06-14 10:11:52,AG-010
ENG-20750,CLI-10052,Leila Zniber,Ijara,317087.44,180,6.82,50,Valide,2023-06-24 15:39:02,AG-002
ENG-20751,CLI-10137,Mohamed Guedira,Mourabaha Immo,547718.67,240,3.6,29,Surveillance,2024-07-05 11:55:24,AG-007
ENG-20752,CLI-10181,Amine Hakim,Mourabaha Immo,531528.48,120,7.32,41,Debloque,2025-08-21 14:13:42,AG-004
ENG-20753,CLI-10366,Youssef Hakim,Mourabaha Auto,255316.41,60,4.88,59,En analyse,2025-12-16 14:18:24,AG-004
ENG-20754,CLI-10135,Hassan Zniber,Mourabaha Auto,346545.96,48,6.9,35,Debloque,2023-12-28 12:13:11,AG-001
ENG-20755,CLI-10037,Samira El Fassi,Investissement PME,1732856.57,36,8.04,44,Contentieux,2024-06-18 13:25:49,AG-009
ENG-20756,CLI-10336,Zineb Erraji,Mourabaha Immo,776719.09,240,8.48,29,Valide,2023-04-05 15:11:34,AG-007
ENG-20757,CLI-10325,Zineb Fikri,Mourabaha Immo,802997.28,180,7.43,38,Debloque,2026-12-16 15:01:36,AG-008
ENG-20758,CLI-10151,Hind Slaoui,Mourabaha Auto,273972.06,36,7.54,37,Surveillance,2024-02-10 17:29:18,AG-010
ENG-20759,CLI-10093,Samira Hakim,Mourabaha Auto,139266.92,48,7.11,65,Contentieux,2024-05-08 12:27:31,AG-003
ENG-20760,CLI-10458,Samira Mouline,Mourabaha Auto,202848.39,48,8.46,75,Valide,2023-04-02 14:58:51,AG-005
ENG-20761,CLI-10071,Khadija Balafrej,Mourabaha Immo,443943.87,120,5.01,68,Valide,2023-09-25 17:00:22,AG-008
ENG-20762,CLI-10141,Amina Tazi,Ijara,590847.28,120,4.12,32,Debloque,2025-07-27 16:06:17,AG-002
ENG-20763,CLI-10147,Said Bencheikh,Ijara,335530.67,180,8.68,65,Valide,2026-05-15 13:14:25,AG-009
ENG-20764,CLI-10471,Soukaina Benjelloun,Credit Tresorerie,500975.02,12,8.21,56,Contentieux,2026-05-23 14:51:51,AG-008
ENG-20765,CLI-10261,Fatima Guedira,Mourabaha Auto,281035.36,48,6.74,42,Debloque,2024-10-28 11:55:00,AG-008
ENG-20766,CLI-10469,Hicham Alaoui,Ijara,393798.7,120,7.51,72,Debloque,2024-05-08 16:45:05,AG-007
ENG-20767,CLI-10478,Fatima Zniber,Mourabaha Immo,406068.06,120,8.2,77,Debloque,2024-01-03 17:17:36,AG-003
ENG-20768,CLI-10340,Hassan Jai,Mourabaha Immo,963079.98,180,5.86,93,Debloque,2025-10-28 17:25:45,AG-007
ENG-20769,CLI-10031,Nadia Jai,Ijara,502681.43,240,6.04,94,Valide,2024-08-05 16:04:21,AG-001
ENG-20770,CLI-10184,Noureddine Balafrej,Credit Tresorerie,176787.86,12,9.0,48,Valide,2023-02-17 11:44:16,AG-006
ENG-20771,CLI-10010,Hicham Slaoui,Ijara,98390.45,240,3.92,38,Debloque,2025-05-01 15:32:47,AG-005
ENG-20772,CLI-10381,Fatima El Fassi,Ijara,434123.55,240,8.1,30,Valide,2024-06-19 09:20:26,AG-006
ENG-20773,CLI-10090,Mehdi Fassi-Fihri,Credit Tresorerie,433663.62,12,7.32,89,Valide,2023-04-27 12:50:58,AG-008
ENG-20774,CLI-10336,Zineb Erraji,Credit Tresorerie,313515.84,12,,42,Valide,2026-09-08 16:00:30,AG-007
ENG-20775,CLI-10175,Said Fikri,Investissement PME,1739231.56,84,8.58,81,Debloque,2023-10-16 15:33:08,AG-010
ENG-20776,CLI-10387,Mehdi Mouline,Ijara,268963.44,120,5.19,21,Debloque,2026-09-19 09:22:03,AG-003
ENG-20777,CLI-10325,Zineb Fikri,Investissement PME,931490.96,48,6.5,37,Valide,2025-02-18 11:31:17,AG-008
ENG-20778,CLI-10354,Rachid Zniber,Mourabaha Immo,651516.38,180,4.97,32,Contentieux,2026-05-09 16:24:46,AG-006
ENG-20779,CLI-10288,Zineb Kabbaj,Credit Tresorerie,129951.93,12,3.82,38,Debloque,2023-08-02 12:58:31,AG-009
ENG-20780,CLI-10286,Omar El Amrani,Investissement PME,756643.58,84,6.64,30,Valide,2023-11-19 16:31:48,AG-003
ENG-20781,CLI-10402,Salma Mouline,Mourabaha Immo,721088.06,180,7.14,30,Debloque,2026-06-01 16:27:27,AG-003
ENG-20782,CLI-10306,Mohamed Berrada,Mourabaha Immo,942380.69,120,4.69,70,Debloque,2023-12-25 12:20:49,AG-008
ENG-20783,CLI-10357,Imane Ouazzani,Mourabaha Auto,374014.73,24,8.18,41,Debloque,2023-11-11 11:04:43,AG-008
ENG-20784,CLI-10067,Hind Guedira,Mourabaha Immo,274708.48,180,5.59,35,Debloque,2025-04-16 11:23:58,AG-001
ENG-20785,CLI-10490,Hassan Benjelloun,Investissement PME,1525020.99,60,5.14,85,Valide,2026-07-21 12:44:15,AG-002
ENG-20786,CLI-10060,Rachid Ouazzani,Mourabaha Immo,766234.57,180,4.21,36,Valide,2024-10-25 08:12:20,AG-005
ENG-20787,CLI-10467,Fatima Alaoui,Mourabaha Immo,588810.42,240,5.0,41,Debloque,2024-11-22 12:36:39,AG-007
ENG-20788,CLI-10064,Amine Bennani,Mourabaha Auto,236509.21,48,6.68,84,Contentieux,2023-08-02 17:43:14,AG-004
ENG-20789,CLI-10328,Hicham Zniber,Mourabaha Auto,375745.13,60,8.66,41,Debloque,2024-05-22 09:34:25,AG-001
ENG-20790,CLI-10206,Imane Fikri,Investissement PME,1328600.66,60,5.44,45,Debloque,2024-04-15 17:13:18,AG-003
ENG-20791,CLI-10212,Mohamed Lamrani,Mourabaha Immo,745844.57,120,8.35,69,Debloque,2023-09-25 17:24:26,AG-002
ENG-20792,CLI-10025,Leila Bencheikh,Mourabaha Immo,499096.12,240,7.86,84,Debloque,2026-04-20 10:54:33,AG-009
ENG-20793,CLI-10100,Samira Guedira,Mourabaha Auto,242093.34,48,7.39,76,Valide,2026-08-14 09:03:26,AG-006
ENG-20794,CLI-10380,Amine Alaoui,Mourabaha Immo,392504.62,240,7.3,20,Debloque,2023-07-20 11:47:56,AG-001
ENG-20795,CLI-10271,Mehdi Kabbaj,Mourabaha Auto,157188.7,60,4.07,74,Contentieux,2025-08-02 08:08:26,AG-010
ENG-20796,CLI-10399,Hassan Lamrani,Mourabaha Immo,761986.14,240,6.35,79,Debloque,2026-04-21 08:50:17,AG-001
ENG-20797,CLI-10398,Youssef Fikri,Mourabaha Auto,330696.85,36,8.24,39,Surveillance,2026-05-20 14:44:52,AG-002
ENG-20798,CLI-10139,Mehdi Guedira,Mourabaha Auto,482568.78,,7.39,39,Debloque,2025-10-01 10:35:18,AG-002
ENG-20799,CLI-10048,Amina Alaoui,Mourabaha Auto,188535.51,48,8.62,48,Contentieux,2026-08-07 09:28:34,AG-001
ENG-20800,CLI-10171,Amina Jai,Ijara,694189.83,120,7.83,31,Debloque,2023-07-03 11:28:13,AG-002
ENG-20801,CLI-10407,Imane El Fassi,Mourabaha Auto,351654.25,24,4.16,53,Debloque,2024-06-24 08:33:32,AG-006
ENG-20802,CLI-10492,Meryem Fassi-Fihri,Mourabaha Immo,297026.24,240,5.1,34,Surveillance,2023-07-23 14:15:16,AG-002
ENG-20803,CLI-10149,Mohamed Idrissi,Mourabaha Auto,234810.65,48,6.72,,Valide,2023-08-27 12:04:22,AG-004
ENG-20804,CLI-10277,Amine El Fassi,Mourabaha Immo,1048243.06,240,4.76,51,Debloque,2024-11-06 10:23:18,AG-007
ENG-20805,CLI-10198,Samira El Fassi,Credit Tresorerie,57044.82,36,7.95,24,Inconnu,2025-01-07 13:45:40,AG-004
ENG-20806,CLI-10326,Karim Sbihi,Mourabaha Immo,676837.27,180,7.48,95,Valide,2024-05-13 16:40:55,AG-006
ENG-20807,CLI-10033,Said Guedira,Mourabaha Auto,494750.05,36,8.0,58,Debloque,2025-12-19 16:16:14,AG-005
ENG-20808,CLI-10445,Hicham Balafrej,Mourabaha Immo,1029050.26,180,8.48,87,Debloque,2024-07-11 08:15:26,AG-002
ENG-20809,CLI-10408,Omar Ouazzani,Mourabaha Immo,696692.19,120,5.16,28,Contentieux,2026-04-05 14:35:45,AG-004
ENG-20810,CLI-10134,Noureddine El Fassi,Credit Tresorerie,310676.18,24,4.68,37,En analyse,2024-02-12 15:29:01,AG-008
ENG-20811,CLI-10359,Youssef Idrissi,Ijara,819399.86,240,5.36,81,Debloque,2025-11-19 13:17:01,AG-010
ENG-20812,CLI-10013,Amina Berrada,Credit Tresorerie,484427.55,12,6.31,33,Debloque,2023-06-09 16:48:52,AG-006
ENG-20813,CLI-10283,Meryem Jai,Mourabaha Auto,111076.05,36,5.89,25,En analyse,2024-05-14 13:51:22,AG-008
ENG-20814,CLI-10409,Ahmed Balafrej,Mourabaha Immo,492597.31,120,4.13,64,Debloque,2023-02-03 13:03:03,AG-010
ENG-20815,CLI-10074,Youssef Berrada,Mourabaha Immo,395923.97,120,5.16,66,Debloque,2026-01-19 16:32:45,AG-008
ENG-20816,CLI-10014,Ahmed Lamrani,Mourabaha Auto,268966.32,60,3.81,73,Debloque,2026-01-21 14:41:14,AG-004
ENG-20817,CLI-10125,Ahmed El Fassi,Mourabaha Auto,326388.51,60,4.78,23,Valide,2026-12-06 13:51:06,AG-003
ENG-20818,CLI-10009,Mehdi Slaoui,Mourabaha Auto,137297.72,60,6.56,31,Valide,2025-02-16 11:41:59,AG-004
ENG-20819,CLI-10227,Salma Jai,Credit Tresorerie,229460.61,36,3.78,46,Debloque,2024-02-02 08:51:37,AG-002
ENG-20820,CLI-10399,Hassan Lamrani,Ijara,347951.36,240,4.99,93,Valide,2026-04-22 08:45:49,AG-001
ENG-20821,CLI-10392,Hicham Fassi-Fihri,Mourabaha Immo,370516.73,180,4.32,93,En analyse,2025-02-07 17:02:18,AG-002
ENG-20822,CLI-10173,Khalid El Fassi,Mourabaha Immo,390237.88,180,5.68,56,Debloque,2026-11-25 12:38:38,AG-002
ENG-20823,CLI-10028,Mehdi Zniber,Credit Tresorerie,20000,36,4.27,35,Debloque,2026-05-19 17:32:03,AG-003
ENG-20824,CLI-10105,Khadija Fassi-Fihri,Investissement PME,981633.97,48,5.43,30,Debloque,2025-09-04 14:30:21,AG-005
ENG-20825,CLI-10487,Nadia Jai,Mourabaha Auto,214562.81,36,5.67,60,Debloque,2026-07-15 15:04:04,AG-008
ENG-20826,CLI-10221,Noureddine Hakim,Credit Tresorerie,165195.03,24,4.71,22,Valide,2026-12-26 11:51:39,AG-006
ENG-20827,CLI-10009,Mehdi Slaoui,Ijara,573710.08,240,7.3,62,Debloque,2025-06-25 08:39:41,AG-004
ENG-20828,CLI-10131,Ahmed Kabbaj,Mourabaha Immo,0,120,5.79,49,Debloque,2025-02-21 14:33:49,AG-003
ENG-20829,CLI-10378,Ahmed Berrada,Mourabaha Auto,269836.34,24,6.53,66,Debloque,2024-06-07 15:06:05,AG-010
ENG-20830,CLI-10392,Hicham Fassi-Fihri,Mourabaha Auto,204601.22,48,7.7,24,Debloque,2023-04-02 08:14:34,AG-002
ENG-20831,CLI-10351,Youssef Zniber,Credit Tresorerie,315731.51,12,6.18,74,Debloque,2023-10-28 11:20:45,AG-001
ENG-20832,CLI-10074,Youssef Berrada,Mourabaha Immo,500865.5,240,5.12,76,Debloque,2026-02-20 08:16:47,AG-008
ENG-20833,CLI-10260,Zineb Guedira,Investissement PME,991240.18,84,6.8,51,Valide,2024-08-23 13:04:22,AG-004
ENG-20834,CLI-10462,Hicham Sbihi,Ijara,312689.81,240,5.73,31,Debloque,2025-01-14 17:49:31,AG-007
ENG-20835,CLI-10162,Khalid Bencheikh,Ijara,304708.31,240,4.33,72,En analyse,2025-06-14 15:20:32,AG-006
ENG-20836,CLI-10479,Fatima Slaoui,Mourabaha Auto,160663.43,48,5.72,71,Contentieux,2025-06-08 17:02:34,AG-001
ENG-20837,CLI-10017,Youssef Hakim,Mourabaha Auto,230588.63,24,4.53,88,Debloque,2023-08-16 14:00:37,AG-001
ENG-20838,CLI-10386,Amina Hakim,Mourabaha Immo,536452.45,180,5.15,47,Debloque,2023-02-26 13:15:48,AG-005
ENG-20839,CLI-10037,Samira El Fassi,Mourabaha Immo,1121447.93,240,6.85,23,Valide,2025-09-15 08:18:00,AG-009
ENG-20840,CLI-10412,Khadija Sbihi,Mourabaha Auto,158170.56,24,4.17,25,Debloque,2024-02-27 11:18:28,AG-003
ENG-20841,CLI-10318,Leila Mouline,Mourabaha Immo,562154.13,180,8.58,89,Valide,2023-03-24 17:47:18,AG-001
ENG-20842,CLI-10379,Noureddine Zniber,Mourabaha Immo,525770.03,120,6.66,77,Debloque,2023-01-19 10:41:04,AG-004
ENG-20843,CLI-10013,Amina Berrada,Ijara,258004.39,180,4.91,81,Debloque,2024-05-03 14:37:48,AG-006
ENG-20844,CLI-10058,Khalid Alaoui,Mourabaha Immo,1258720.96,120,8.19,49,Surveillance,2026-09-18 11:31:02,AG-010
ENG-20845,CLI-10393,Mehdi Slaoui,Mourabaha Auto,283956.02,48,8.3,40,Debloque,2024-09-01 12:53:16,AG-007
ENG-20846,CLI-10291,Karim Erraji,Mourabaha Auto,322410.42,24,5.2,67,Debloque,2024-06-27 08:10:37,AG-005
ENG-20847,CLI-10384,Mohamed Lamrani,Mourabaha Auto,383262.53,24,3.71,43,Surveillance,2023-10-25 10:51:16,AG-008
ENG-20848,CLI-10110,Nadia Balafrej,Mourabaha Immo,281949.73,180,8.76,83,Valide,2024-02-16 08:30:24,AG-007
ENG-20849,CLI-10193,Meryem Idrissi,Mourabaha Auto,152822.99,48,6.37,49,En analyse,2024-07-01 17:35:11,AG-010
ENG-20850,CLI-10187,Said Erraji,Mourabaha Immo,605835.86,120,5.3,76,Debloque,2024-11-28 14:06:03,AG-010
ENG-20851,CLI-10351,Youssef Zniber,Mourabaha Auto,464900.91,48,4.53,54,Debloque,2024-06-21 14:46:06,AG-001
ENG-20852,CLI-10028,Mehdi Zniber,Mourabaha Auto,147687.44,60,7.34,22,Surveillance,2024-04-23 15:06:20,AG-003
ENG-20853,CLI-10342,Hicham Sbihi,Mourabaha Immo,601275.22,240,5.96,44,Valide,2025-03-07 15:50:28,AG-004
ENG-20854,CLI-10465,Khalid Tazi,Mourabaha Immo,803769.59,120,3.56,42,Debloque,2023-04-18 15:00:25,AG-003
ENG-20855,CLI-10053,Nadia Fassi-Fihri,Mourabaha Auto,123443.75,24,4.73,91,Valide,2024-04-04 16:57:11,AG-003
ENG-20856,CLI-10404,Karim Ouazzani,Mourabaha Immo,814493.28,180,4.31,59,Valide,2026-09-09 16:38:05,AG-003
ENG-20857,CLI-10025,Leila Bencheikh,Credit Tresorerie,362775.99,24,4.3,86,Debloque,2026-06-10 08:19:05,AG-009
ENG-20858,CLI-10021,Hicham Bennani,Investissement PME,554407.87,48,7.04,56,Debloque,2023-06-22 11:30:00,AG-006
ENG-20859,CLI-10084,Fatima Fassi-Fihri,Mourabaha Auto,156883.27,60,7.3,26,Valide,2023-08-14 16:16:46,AG-007
ENG-20860,CLI-10236,Soukaina Berrada,Mourabaha Immo,218767.28,240,7.27,74,Debloque,2024-01-27 15:28:37,AG-006
